Sıra No,Başvuru No,Çevre Kimlik No,İşletme Adı,İşletme Adres,Tesisi İli,Lisans Konuları,İzin Konuları,Belge Türü,Onay Tarihi,SertifikaId
200,492092,223180084,VOLKAN ALGAN - VOLKAN RAMATÇILIK,"İkitelli OSB Mahallesi, Çevre 3. Blok Sokak, No: 16-16, Başakşehir/İSTANBUL",İSTANBUL,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,07.08.2020,2765
201,492092,223180084,VOLKAN ALGAN - VOLKAN RAMATÇILIK,"İkitelli OSB Mahallesi, Çevre 3. Blok Sokak, No: 16-16, Başakşehir/İSTANBUL",İSTANBUL, Tehlikesiz Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,07.08.2020,2765
202,461505,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",KOCAELİ,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,03.04.2019,2765
203,461505,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",KOCAELİ, Tehlikesiz Atık Geri Kazanım,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,03.04.2019,2765
204,461505,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",KOCAELİ, Atık Elektrikli ve Elektronik Eşya İşleme,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,03.04.2019,2765
205,461505,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",KOCAELİ, Atık Ara Depolama,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,03.04.2019,2765
206,461505,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",KOCAELİ, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,03.04.2019,2765
207,461505,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",KOCAELİ, Ambalaj Atığı Toplama ve Ayırma Tip ,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,03.04.2019,2765
208,457201,224821548,ÖZBEK KİMYA TEKSTİL PLASTİK DEMİR ÇELİK SAN. VE TİC. LTD. ŞTİ.,"HATAY,GÜZELÇAY Mahallesi, ŞEHİT P. TĞM. CAHİT TÜTÜNCÜ CADDE, No: 12 /1-1, İSKENDERUN,Türkiye",HATAY,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,28.01.2019,2765
209,444396,233134624,DUPOLL ENERJİ ENTEGRE ATIK YÖNETİMİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"KOCAELİ,KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No: 165 /1-, BAŞİSKELE,Türkiye",KOCAELİ,Atık Ara Depolama,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,21.12.2018,2765
210,444396,233134624,DUPOLL ENERJİ ENTEGRE ATIK YÖNETİMİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"KOCAELİ,KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No: 165 /1-, BAŞİSKELE,Türkiye",KOCAELİ, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,21.12.2018,2765
211,536279,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B Kartepe KOCAELİ,KOCAELİ,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,17.02.2022,2765
212,536279,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B Kartepe KOCAELİ,KOCAELİ, Tehlikesiz Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,17.02.2022,2765
213,536279,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B Kartepe KOCAELİ,KOCAELİ, Ömrünü Tamamlamış Araç Geçici Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,17.02.2022,2765
214,536279,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B Kartepe KOCAELİ,KOCAELİ, Hurda Metal /ÖTA İşleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,17.02.2022,2765
215,536279,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B Kartepe KOCAELİ,KOCAELİ, Atık Elektrikli ve Elektronik Eşya İşleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,17.02.2022,2765
216,536279,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B Kartepe KOCAELİ,KOCAELİ, Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,17.02.2022,2765
217,536279,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B Kartepe KOCAELİ,KOCAELİ, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,17.02.2022,2765
218,518007,299952246,EKOVAR ÇEVRE GRUP GERİ DÖNÜŞÜM ATIK Depolama İNŞAAT TAAHHÜT SANAYİ VE TİCARET A.Ş - TORBALI ŞUBESİ,"ÇAPAK Mahallesi, 2594 SOKAK, No:24 -, TORBALI / İZMİR",İZMİR,Atık Ara Depolama,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,05.02.2021,2765
219,445510,225713246,KORUMA KLOR ALKALİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,"KOCABAŞ Mahallesi, ATATÜRK (DEMOKRASİ) CADDE, No: 237 HONAZ/DENİZLİ",DENİZLİ,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,30.10.2018,2765
220,445510,225713246,KORUMA KLOR ALKALİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,"KOCABAŞ Mahallesi, ATATÜRK (DEMOKRASİ) CADDE, No: 237 HONAZ/DENİZLİ",DENİZLİ, Tehlikesiz Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,30.10.2018,2765
221,475833,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,MANİSA,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.08.2022,2765
222,475833,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,MANİSA, Tehlikesiz Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.08.2022,2765
223,475833,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,MANİSA, Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama),"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.08.2022,2765
224,475833,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,MANİSA, Atık Elektrikli ve Elektronik Eşya İşleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.08.2022,2765
225,475833,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,MANİSA, Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.08.2022,2765
226,475833,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,MANİSA, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.08.2022,2765
227,475833,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,MANİSA, Ambalaj Atığı Toplama ve Ayırma Tip ,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.08.2022,2765
228,417957,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye",TEKİRDAĞ,Tehlikeli Atık Geri Kazanım,Hava Emisyon,İzin ve Lisans Belgesi,09.10.2018,2765
229,417957,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye",TEKİRDAĞ, Tehlikesiz Atık Geri Kazanım,Hava Emisyon,İzin ve Lisans Belgesi,09.10.2018,2765
230,417957,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye",TEKİRDAĞ, Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,09.10.2018,2765
231,553471,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE,KIRIKKALE,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.03.2022,2765
232,553471,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE,KIRIKKALE, PCB Arındırma,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.03.2022,2765
233,553471,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE,KIRIKKALE, Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.03.2022,2765
234,417518,233075954,BATI ATIK ENERJİ ÜRETİM NAKLİYE İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,"MANİSA,EVRENOS Mahallesi, EVRANOS KÜME EVLER, No: 8-, YUNUSEMRE,Türkiye",MANİSA,Atık Ara Depolama,,İzin ve Lisans Belgesi,28.09.2018,2765
235,566215,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA, İZMİR",İZMİR,Ömrünü Tamamlamış Araç Geçici Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,09.08.2022,2764
236,566215,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA, İZMİR",İZMİR, Hurda Metal /ÖTA İşleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,09.08.2022,2764
237,566215,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA, İZMİR",İZMİR, Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,09.08.2022,2764
238,566215,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA, İZMİR",İZMİR, Toplama Ayırma Tesisi,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,09.08.2022,2764
239,545381,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",BURSA,Tehlikeli Atık Geri Kazanım,,İzin ve Lisans Belgesi,03.02.2022,2765
240,545381,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",BURSA, Hurda Metal /ÖTA İşleme,,İzin ve Lisans Belgesi,03.02.2022,2765
241,545381,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",BURSA, Atık Ara Depolama,,İzin ve Lisans Belgesi,03.02.2022,2765
242,545381,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",BURSA, Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,03.02.2022,2765
243,419025,223579288,METAL-KİM METALURJİ VE KİMYA TARIM SAN.TİC.LTD.ŞTİ.,"İSTANBUL,VELİBABA Mahallesi, KAHRAMANLAR CADDE, No: 34 /1-, PENDİK,Türkiye",İSTANBUL,Tehlikeli Atık Geri Kazanım,Hava Emisyon,İzin ve Lisans Belgesi,14.08.2018,2765
244,486650,223176382,ATAM GOLD RAMATCILIK KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"İKİTELLİ O.S.B. MAH. ÇEVRE SANAYİ SİTESİ 4.BLOK NO:19-21-23, BAŞAKŞEHİR / İSTANBUL",İSTANBUL,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,24.09.2020,2765
245,469006,224805090,EKMEKÇİOĞULLARI METAL VE KİMYA SANAY İ TİC.A.Ş.,"ÇORUM,PINARÇAYOSB Mahallesi, ORGANİZE SANAYİ 6. CADDE, No: 18 -20/6-, MERKEZ,Türkiye",ÇORUM,Tehlikeli Atık Geri Kazanım,Hava Emisyon,İzin ve Lisans Belgesi,01.04.2019,2765
246,469006,224805090,EKMEKÇİOĞULLARI METAL VE KİMYA SANAY İ TİC.A.Ş.,"ÇORUM,PINARÇAYOSB Mahallesi, ORGANİZE SANAYİ 6. CADDE, No: 18 -20/6-, MERKEZ,Türkiye",ÇORUM, Tehlikesiz Atık Geri Kazanım,Hava Emisyon,İzin ve Lisans Belgesi,01.04.2019,2765
247,490428,223197150,TEZ KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"İkitelli OSB Mah. Çevre Sanayi Sitesi 4.Blok No:9-11, Başakşehir/İSTANBUL",İSTANBUL,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,07.08.2020,2765
248,500042,223179936,GÜNEŞ RAMAT-ZEKİ GÜNEŞ,"İKİTELLİ OSB Mahallesi, ÇEVRE 4. BLOK SOKAK, No: 13-13, BAŞAKŞEHİR/İSTANBUL",İSTANBUL,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,19.10.2020,2765
249,563860,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,MANİSA,Tehlikesiz Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,23.06.2022,2764
250,563860,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,MANİSA, Atık Elektrikli ve Elektronik Eşya İşleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,23.06.2022,2764
251,563860,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,MANİSA, PCB Arındırma,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,23.06.2022,2764
252,563860,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,MANİSA, Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,23.06.2022,2764
253,563860,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,MANİSA, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,23.06.2022,2764
254,563860,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,MANİSA, Tehlikeli Atık Ön İşlem Tesisileri,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,23.06.2022,2764
255,563860,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,MANİSA, Tehlikesiz Atık Ön İşlem Tesisileri,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,23.06.2022,2764
256,563860,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,MANİSA, Yeniden Kullanıma Hazırlam,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,23.06.2022,2764
257,537402,226546364,GEP YEŞİL ENERJİ ÜRETİM TEKNOLOJİLERİ ANONİM ŞİRKETİ ESKİŞEHİR ŞUBESİ,"HİSAR Mahallesi, BURSA KARAYOLU MEYDAN, No: 621-, TEPEBAŞI / ESKİŞEHİR",ESKİŞEHİR,Atık Ara Depolama,,İzin ve Lisans Belgesi,13.10.2021,2765
258,537402,226546364,GEP YEŞİL ENERJİ ÜRETİM TEKNOLOJİLERİ ANONİM ŞİRKETİ ESKİŞEHİR ŞUBESİ,"HİSAR Mahallesi, BURSA KARAYOLU MEYDAN, No: 621-, TEPEBAŞI / ESKİŞEHİR",ESKİŞEHİR, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,,İzin ve Lisans Belgesi,13.10.2021,2765
259,549171,249771606,SELAMİ ENGİN - GEREDE ŞUBESİ,"Demirciler Mah. OSB 4. Nolu Cad. No:12, Gerede / BOLU",BOLU,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.02.2022,2765
260,549171,249771606,SELAMİ ENGİN - GEREDE ŞUBESİ,"Demirciler Mah. OSB 4. Nolu Cad. No:12, Gerede / BOLU",BOLU, Tehlikesiz Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.02.2022,2765
261,549171,249771606,SELAMİ ENGİN - GEREDE ŞUBESİ,"Demirciler Mah. OSB 4. Nolu Cad. No:12, Gerede / BOLU",BOLU, Ambalaj Atığı Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.02.2022,2765
262,549171,249771606,SELAMİ ENGİN - GEREDE ŞUBESİ,"Demirciler Mah. OSB 4. Nolu Cad. No:12, Gerede / BOLU",BOLU, Atık Yakma ve Beraber Yakma,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.02.2022,2765
263,549171,249771606,SELAMİ ENGİN - GEREDE ŞUBESİ,"Demirciler Mah. OSB 4. Nolu Cad. No:12, Gerede / BOLU",BOLU, Atık Elektrikli ve Elektronik Eşya İşleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.02.2022,2765
264,549171,249771606,SELAMİ ENGİN - GEREDE ŞUBESİ,"Demirciler Mah. OSB 4. Nolu Cad. No:12, Gerede / BOLU",BOLU, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.02.2022,2765
265,549171,249771606,SELAMİ ENGİN - GEREDE ŞUBESİ,"Demirciler Mah. OSB 4. Nolu Cad. No:12, Gerede / BOLU",BOLU, Toplama Ayırma Tesisi,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,09.02.2022,2765
266,551004,308966080,AMİSOS GERİ DÖNÜŞÜM BERTARAF NAKLİYE SANAYİ TİCARET LİMİTED ŞİRKETİ,Şabanoğlu Mahallesi 106 SOKAK No: 3 -1 TEKKEKÖY/SAMSUN,SAMSUN,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,14.03.2022,2764
267,551004,308966080,AMİSOS GERİ DÖNÜŞÜM BERTARAF NAKLİYE SANAYİ TİCARET LİMİTED ŞİRKETİ,Şabanoğlu Mahallesi 106 SOKAK No: 3 -1 TEKKEKÖY/SAMSUN,SAMSUN, Tehlikeli Atık Ön İşlem Tesisileri,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,14.03.2022,2764
268,393975,222541174,KORUMA KLOR ALKALİ SANAYİ VE TİCARET A.Ş.,"KOCAELİ,DENİZ Mahallesi, PETROL OFİSİ CADDE, No: 43-, DERİNCE,Türkiye",KOCAELİ,Tehlikeli Atık Geri Kazanım,Hava Emisyon,İzin ve Lisans Belgesi,01.03.2018,2765
269,393975,222541174,KORUMA KLOR ALKALİ SANAYİ VE TİCARET A.Ş.,"KOCAELİ,DENİZ Mahallesi, PETROL OFİSİ CADDE, No: 43-, DERİNCE,Türkiye",KOCAELİ, Tehlikesiz Atık Geri Kazanım,Hava Emisyon,İzin ve Lisans Belgesi,01.03.2018,2765
270,527850,225638028,AKKİM KİMYA SANAYİ VE TİCARET ANONİM ŞİRKETİ YALOVA ŞUBESİ,"TAŞKÖPRÜ MERKEZ Mahallesi, AK-KİM SOKAK, No: 7 -19, ÇİFTLİKKÖY, YALOVA, Türkiye",YALOVA,Tehlikeli Atık Geri Kazanım,Hava Emisyon,İzin ve Lisans Belgesi,19.08.2021,2765
271,527850,225638028,AKKİM KİMYA SANAYİ VE TİCARET ANONİM ŞİRKETİ YALOVA ŞUBESİ,"TAŞKÖPRÜ MERKEZ Mahallesi, AK-KİM SOKAK, No: 7 -19, ÇİFTLİKKÖY, YALOVA, Türkiye",YALOVA, Tanker Temizleme,Hava Emisyon,İzin ve Lisans Belgesi,19.08.2021,2765
