Sıra No,Çevre Kimlik No,İşletme Adı,Tesis İli,İşletme Adres,Lisans Konuları,İzin Konuları,Belge Türü,Onay Tarihi,Sertifika Süresi
56,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK DEPOLAMA LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA", Atık Ara Depolam,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
56,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK DEPOLAMA LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA", Tehlikeli Atık Ön İşlem Tesisler,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
56,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK DEPOLAMA LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA", Tehlikesiz Atık Ön İşlem Tesisler,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
57,227193778,FERHANLAR GRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,HATAY,"Mustafa Kemal Mahallesi, 23.Sokak, No:85-C, Reyhanlı/HATAY",Atık Ara Depolam,,Geçici Faaliyet Belgesi,2021-12-22 00:00:00,2022-12-22 00:00:00
57,227193778,FERHANLAR GRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,HATAY,"Mustafa Kemal Mahallesi, 23.Sokak, No:85-C, Reyhanlı/HATAY", Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,,Geçici Faaliyet Belgesi,2021-12-22 00:00:00,2022-12-22 00:00:00
58,231436234,LİON ATIK DEĞERLENDİRME GERİ DÖNÜŞÜM OTOMOTİV GAYRİMENKUL DANIŞMANLIĞI NAKLİYE İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,İZMİR,"İZMİR,SUBAŞI Mahallesi, 232 SOKAK, No: 14-1, TORBALI,Türkiye",Atık Ara Depolam,,İzin ve Lisans Belgesi,2017-12-20 00:00:00,2022-12-20 00:00:00
59,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ ALİAĞA GERİ DÖNÜŞÜM ŞUBESİ,İZMİR,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA / İZMİR",Ömrünü Tamamlamış Araç Geçici Depolam,,İzin ve Lisans Belgesi,2021-06-12 00:00:00,2022-08-24 00:00:00
59,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ ALİAĞA GERİ DÖNÜŞÜM ŞUBESİ,İZMİR,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA / İZMİR", Hurda Metal /ÖTA İşlem,,İzin ve Lisans Belgesi,2021-06-12 00:00:00,2022-08-24 00:00:00
59,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ ALİAĞA GERİ DÖNÜŞÜM ŞUBESİ,İZMİR,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA / İZMİR", Atık Ara Depolam,,İzin ve Lisans Belgesi,2021-06-12 00:00:00,2022-08-24 00:00:00
60,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
60,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",Atık Yakma ve Beraber Yakm,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
60,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ", Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
60,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ", Düzenli Depolama - 2. Sınıf (Belediye Atıkları ve Tehlikesiz Atık Düzenli Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
60,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ", Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
60,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ", Biyobozunur Atık İşleme -Biyometanizasyo,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
61,258390614,YEŞİLDÖNGÜ ATIK İŞLEME ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAYSERİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,Tehlikeli Atık Geri Kazanı,Hava Emisyon,Geçici Faaliyet Belgesi,2021-08-19 00:00:00,2022-08-19 00:00:00
61,258390614,YEŞİLDÖNGÜ ATIK İŞLEME ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAYSERİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,Tanker Temizlem,Hava Emisyon,Geçici Faaliyet Belgesi,2021-08-19 00:00:00,2022-08-19 00:00:00
61,258390614,YEŞİLDÖNGÜ ATIK İŞLEME ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAYSERİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ, Atık Ara Depolam,Hava Emisyon,Geçici Faaliyet Belgesi,2021-08-19 00:00:00,2022-08-19 00:00:00
61,258390614,YEŞİLDÖNGÜ ATIK İŞLEME ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAYSERİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,Hava Emisyon,Geçici Faaliyet Belgesi,2021-08-19 00:00:00,2022-08-19 00:00:00
